"年度","月份","序号","类章序号","类章名目","出口_当月","出口_累计","进口_当月","进口_累计","累计同期变动_出口","累计同期变动_进口"
2019,11,13,"10章","10章 谷物",52837,701617,270970,3081402,32.2,-12.5
2019,11,14,"11章","11章 制粉工业产品；麦芽；淀粉；菊粉；面筋",51898,522141,75787,812981,10.2,14.8
2019,11,19,"15章","15章 动、植物油、脂及其分解产品；精制的食用油脂；动、植物蜡",82620,745000,734778,6190519,14,20.8
2019,11,38,"31章","31章 肥料",432123,4586801,130902,2286290,8.6,46.9
2019,11,63,"51章","51章 羊毛、动物细毛或粗毛；马毛纱线及其机织物",104894,1509331,144918,2051804,1.9,-20.6
2019,11,64,"52章","52章 棉花",794514,8908787,438620,5821452,-5.1,-1
2019,12,3,"01章","01章 活动物",65197,351965,28681,343209,-2,26.3
2019,12,4,"02章","02章 肉及食用杂碎",65912,579719,1744705,13014409,1.4,79.2
2019,12,5,"03章","03章 鱼、甲壳动物、软体动物及其他水生无脊椎动物",877890,8597549,1184029,10636623,-1.9,38.7
2019,12,6,"04章","04章 乳品；蛋品；天然蜂蜜；其他食用动物产品",34106,386650,417086,4379357,-0.6,18.6
2019,12,10,"07章","07章 食用蔬菜、根及块茎",721871,7124040,55125,1075497,2.7,-19.5
2019,12,11,"08章","08章 食用水果及坚果；甜瓜或柑桔属水果的果皮",657775,4328547,771611,8023906,23,40.1
2019,12,13,"10章","10章 谷物",68730,770347,400520,3481714,22.3,-7.8
2019,12,14,"11章","11章 制粉工业产品；麦芽；淀粉；菊粉；面筋",56007,578136,96870,909850,10.8,16.8
2019,12,19,"15章","15章 动、植物油、脂及其分解产品；精制的食用油脂；动、植物蜡",75109,819458,666860,6857430,13.7,20.6
2019,12,38,"31章","31章 肥料",343576,4926384,147163,2433381,6.4,35.2
2019,12,63,"51章","51章 羊毛、动物细毛或粗毛；马毛纱线及其机织物",112146,1621452,158905,2210708,-0.4,-19.8
2019,12,64,"52章","52章 棉花",825858,9733949,515403,6336823,-4.3,-2.9
2020,2,3,"01章","01章 活动物",32834,55983,-13.4,12.4,NA,NA
2020,2,4,"02章","02章 肉及食用杂碎",67864,3192830,-9.7,127.4,NA,NA
2020,2,5,"03章","03章 鱼、甲壳动物、软体动物及其他水生无脊椎动物",1010246,1518344,-21.3,-4.5,NA,NA
2020,2,6,"04章","04章 乳品；蛋品；天然蜂蜜；其他食用动物产品",52351,1080477,-21.6,13.6,NA,NA
2020,2,10,"07章","07章 食用蔬菜、根及块茎",825907,154360,-2.4,-22.9,NA,NA
2020,2,11,"08章","08章 食用水果及坚果；甜瓜或柑桔属水果的果皮",606558,1638025,12.4,7.1,NA,NA
2020,2,13,"10章","10章 谷物",62697,546877,-19.3,-20.6,NA,NA
2020,2,14,"11章","11章 制粉工业产品；麦芽；淀粉；菊粉；面筋",83678,121771,12.1,-28.2,NA,NA
2020,2,19,"15章","15章 动、植物油、脂及其分解产品；精制的食用油脂；动、植物蜡",113536,1013504,18.2,1.1,NA,NA
2020,2,38,"31章","31章 肥料",376434,384127,-45,-27.5,NA,NA
2020,2,63,"51章","51章 羊毛、动物细毛或粗毛；马毛纱线及其机织物",179986,232696,-26.9,-28.2,NA,NA
2020,2,64,"52章","52章 棉花",1109079,1001504,-22.9,-20.8,NA,NA
2020,3,3,"01章","01章 活动物",29417,62251,34699,90682,-3.5,23.7
2020,3,4,"02章","02章 肉及食用杂碎",34787,102652,2176541,5369165,-12.4,147.4
2020,3,5,"03章","03章 鱼、甲壳动物、软体动物及其他水生无脊椎动物",591588,1601832,719352,2237673,-19,-4.5
2020,3,6,"04章","04章 乳品；蛋品；天然蜂蜜；其他食用动物产品",34208,86558,369285,1449590,-15,17.3
2020,3,10,"07章","07章 食用蔬菜、根及块茎",591540,1417412,142704,297068,0.7,-1.9
2020,3,11,"08章","08章 食用水果及坚果；甜瓜或柑桔属水果的果皮",311805,917299,628637,2266400,18.4,7.2
2020,3,13,"10章","10章 谷物",93533,156231,360268,907144,10.9,-4.2
2020,3,14,"11章","11章 制粉工业产品；麦芽；淀粉；菊粉；面筋",56990,140668,105427,227198,12.4,-5.6
2020,3,19,"15章","15章 动、植物油、脂及其分解产品；精制的食用油脂；动、植物蜡",79529,193065,398129,1411685,23.1,-2.5
2020,3,38,"31章","31章 肥料",400998,777422,209403,593566,-27.2,-20.5
2020,3,63,"51章","51章 羊毛、动物细毛或粗毛；马毛纱线及其机织物",118238,298224,152250,384946,-28.4,-26.8
2020,3,64,"52章","52章 棉花",704450,1812701,601857,1603353,-22.6,-13.8
2020,4,3,"01章","01章 活动物",34515,96766,23442,114119,2.2,16.1
2020,4,4,"02章","02章 肉及食用杂碎",38602,141035,1872572,7240446,-13.5,134.4
2020,4,5,"03章","03章 鱼、甲壳动物、软体动物及其他水生无脊椎动物",598999,2200792,797680,3035382,-17.7,-5.7
2020,4,6,"04章","04章 乳品；蛋品；天然蜂蜜；其他食用动物产品",39091,125649,401124,1850739,-1.6,17.9
2020,4,10,"07章","07章 食用蔬菜、根及块茎",583390,2000820,134341,431433,3.6,-1.9
2020,4,11,"08章","08章 食用水果及坚果；甜瓜或柑桔属水果的果皮",219207,1136506,1012605,3279139,19.3,10.6
2020,4,13,"10章","10章 谷物",79341,235572,375921,1283025,2.1,-0.5
2020,4,14,"11章","11章 制粉工业产品；麦芽；淀粉；菊粉；面筋",44393,185061,110413,337614,7.9,-2
2020,4,19,"15章","15章 动、植物油、脂及其分解产品；精制的食用油脂；动、植物蜡",103360,296425,526845,1938468,31.8,2.4
2020,4,38,"31章","31章 肥料",289746,1067168,179979,770070,-28.2,-23.2
2020,4,63,"51章","51章 羊毛、动物细毛或粗毛；马毛纱线及其机织物",98294,396455,173443,558391,-29.4,-32.3
2020,4,64,"52章","52章 棉花",432487,2245046,427439,2030775,-29.9,-18
2020,5,3,"01章","01章 活动物",31968,128734,61848,175968,3.3,28.6
2020,5,4,"02章","02章 肉及食用杂碎",40740,181775,1684061,8923846,-15.2,117.2
2020,5,5,"03章","03章 鱼、甲壳动物、软体动物及其他水生无脊椎动物",607962,2808723,790097,3824417,-17.7,-5.5
2020,5,6,"04章","04章 乳品；蛋品；天然蜂蜜；其他食用动物产品",34549,160200,352508,2203247,1.5,16.3
2020,5,10,"07章","07章 食用蔬菜、根及块茎",618430,2619167,105498,536963,4.3,-1.6
2020,5,11,"08章","08章 食用水果及坚果；甜瓜或柑桔属水果的果皮",201601,1338106,925698,4204955,23.7,13.6
2020,5,13,"10章","10章 谷物",88310,323882,487399,1770424,0.8,13.1
2020,5,14,"11章","11章 制粉工业产品；麦芽；淀粉；菊粉；面筋",43249,228310,107656,445270,6,4.7
2020,5,19,"15章","15章 动、植物油、脂及其分解产品；精制的食用油脂；动、植物蜡",87129,383552,576998,2515460,32.1,3.9
2020,5,38,"31章","31章 肥料",348050,1414649,121646,891714,-27.8,-28.6
2020,5,63,"51章","51章 羊毛、动物细毛或粗毛；马毛纱线及其机织物",83573,480028,151603,709978,-35.6,-35.5
2020,5,64,"52章","52章 棉花",501058,2745955,266666,2297447,-33.9,-26.3
